,Season,T1_TeamName,T2_TeamName,City,State
696,2013,liu,james madison,Dayton,OH
697,2013,colorado state,missouri,Lexington, KY
698,2013,louisville,north carolina a&t,Lexington, KY
699,2013,gonzaga,southern,Salt Lake City, UT
700,2013,louisville,duke,Indianapolis, IN
701,2013,michigan state,duke,Indianapolis, IN
702,2013,louisville,oregon,Indianapolis, IN
703,2013,memphis,michigan state,Auburn Hills, MI
704,2013,oregon,saint louis,San Jose, CA
705,2013,creighton,duke,Philadelphia, PA
706,2013,duke,albany (ny),Philadelphia, PA
707,2013,creighton,cincinnati,Philadelphia, PA
708,2013,michigan state,valparaiso,Auburn Hills, MI
709,2013,memphis,saint mary's,Auburn Hills, MI
710,2013,saint louis,new mexico state,San Jose, CA
711,2013,oklahoma state,oregon,San Jose, CA
712,2013,louisville,colorado state,Lexington, KY
713,2014,iowa state,uconn,New York, NY
714,2014,oklahoma,north dakota state,Spokane, WA
715,2014,gonzaga,oklahoma state,San Diego, CA
716,2014,arizona,weber state,San Diego, CA
717,2014,michigan state,uconn,New York, NY
718,2014,virginia,michigan state,New York, NY
719,2014,iowa state,north carolina central,San Antonio, TX
720,2014,unc,iowa state,San Antonio, TX
721,2014,harvard,michigan state,Spokane, WA
722,2014,virginia,memphis,Raleigh, NC
723,2014,villanova,milwaukee,Buffalo, NY
724,2014,uconn,st. joseph's,Buffalo, NY
725,2014,san diego state,new mexico state,Spokane, WA
726,2014,uconn,villanova,Buffalo, NY
727,2014,baylor,nebraska,San Antonio, TX
728,2014,arizona,san diego state,Anaheim, CA
729,2014,oregon,byu,Milwaukee, WI
730,2014,unc,providence,San Antonio, TX
731,2014,mount st. mary's,albany (ny),Dayton,OH
732,2014,xavier,nc state,Dayton,OH
733,2014,texas southern,cal poly,Dayton,OH
734,2014,uconn,kentucky,Arlington, TX
735,2014,wisconsin,kentucky,Arlington, TX
736,2014,creighton,louisiana,San Antonio, TX
737,2014,uconn,florida,Arlington, TX
738,2014,baylor,wisconsin,Anaheim, CA
739,2014,oregon,wisconsin,Milwaukee, WI
740,2014,baylor,creighton,San Antonio, TX
741,2014,north dakota state,san diego state,Spokane, WA
742,2014,arizona,gonzaga,San Diego, CA
743,2014,wisconsin,american,Milwaukee, WI
744,2014,arizona,wisconsin,Anaheim, CA
745,2014,michigan state,delaware,Spokane, WA
746,2014,cincinnati,harvard,Spokane, WA
747,2014,memphis,george washington,Raleigh, NC
748,2014,wichita state,cal poly,St. Louis, MO
749,2014,kentucky,kansas state,St. Louis, MO
750,2014,saint louis,nc state,Orlando, FL
751,2014,louisville,manhattan,Orlando, FL
752,2014,umass,tennessee,Raleigh, NC
753,2014,duke,mercer,Raleigh, NC
754,2014,texas,arizona state,Milwaukee, WI
755,2014,michigan,wofford,Milwaukee, WI
756,2014,wichita state,kentucky,St. Louis, MO
757,2014,saint louis,louisville,Orlando, FL
758,2014,tennessee,mercer,Raleigh, NC
759,2014,texas,michigan,Milwaukee, WI
760,2014,kentucky,louisville,Indianapolis, IN
761,2014,tennessee,michigan,Indianapolis, IN
762,2014,kentucky,michigan,Indianapolis, IN
763,2014,iowa,tennessee,Dayton,OH
764,2014,colorado,pitt,Orlando, FL
765,2014,florida,albany (ny),Orlando, FL
766,2014,virginia,coastal carolina,Raleigh, NC
767,2014,florida,dayton,Memphis, TN
768,2014,dayton,stanford,Memphis, TN
769,2014,florida,ucla,Memphis, TN
770,2014,dayton,syracuse,Buffalo, NY
771,2014,stephen f. austin,ucla,San Diego, CA
772,2014,stanford,kansas,St. Louis, MO
773,2014,kansas,eastern kentucky,St. Louis, MO
774,2014,new mexico,stanford,St. Louis, MO
775,2014,syracuse,western michigan,Buffalo, NY
776,2014,ohio state,dayton,Buffalo, NY
777,2014,ucla,tulsa,San Diego, CA
778,2014,vcu,stephen f. austin,San Diego, CA
779,2014,florida,pitt,Orlando, FL
780,2015,duke,utah,Houston, TX
781,2015,oregon,oklahoma state,Omaha, NE
782,2015,wisconsin,coastal carolina,Omaha, NE
783,2015,duke,gonzaga,Houston, TX
784,2015,ucla,gonzaga,Houston, TX
785,2015,iowa,gonzaga,Seattle, WA
786,2015,smu,ucla,Louisville, KY
787,2015,utah,georgetown,Portland, OR
788,2015,duke,san diego state,Charlotte, NC
789,2015,gonzaga,north dakota state,Seattle, WA
790,2015,iowa,davidson,Seattle, WA
791,2015,iowa state,alabama-birmingham,Louisville, KY
792,2015,arkansas,wofford,Jacksonville, FL
793,2015,ucla,alabama-birmingham,Louisville, KY
794,2015,unc,harvard,Jacksonville, FL
795,2015,ohio state,arizona,Portland, OR
796,2015,baylor,georgia state,Jacksonville, FL
797,2015,georgetown,eastern washington,Portland, OR
798,2015,robert morris,north florida,Dayton,OH
799,2015,manhattan,hampton,Dayton,OH
800,2015,duke,wisconsin,Indianapolis, IN
801,2015,kentucky,wisconsin,Indianapolis, IN
802,2015,duke,michigan state,Indianapolis, IN
803,2015,ole miss,byu,Dayton,OH
804,2015,wisconsin,arizona,Los Angeles, CA
805,2015,wisconsin,unc,Los Angeles, CA
806,2015,xavier,georgia state,Jacksonville, FL
807,2015,arkansas,unc,Jacksonville, FL
808,2015,wisconsin,oregon,Omaha, NE
809,2015,arizona,texas southern,Portland, OR
810,2015,vcu,ohio state,Portland, OR
811,2015,xavier,arizona,Los Angeles, CA
812,2015,utah,stephen f. austin,Portland, OR
813,2015,xavier,ole miss,Jacksonville, FL
814,2015,duke,robert morris,Charlotte, NC
815,2015,boise state,dayton,Dayton,OH
816,2015,villanova,lafayette,Pittsburgh, PA
817,2015,nc state,lsu,Pittsburgh, PA
818,2015,northern iowa,wyoming,Seattle, WA
819,2015,louisville,uc-irvine,Seattle, WA
820,2015,providence,dayton,Columbus, OH
821,2015,oklahoma,albany (ny),Columbus, OH
822,2015,michigan state,georgia,Charlotte, NC
823,2015,virginia,belmont,Charlotte, NC
824,2015,villanova,nc state,Pittsburgh, PA
825,2015,northern iowa,louisville,Seattle, WA
826,2015,dayton,oklahoma,Columbus, OH
827,2015,michigan state,virginia,Charlotte, NC
828,2015,nc state,louisville,Syracuse, NY
829,2015,oklahoma,michigan state,Syracuse, NY
830,2015,san diego state,st. john's (ny),Charlotte, NC
831,2015,kentucky,hampton,Louisville, KY
832,2015,louisville,michigan state,Syracuse, NY
833,2015,kentucky,notre dame,Cleveland, OH
834,2015,notre dame,wichita state,Cleveland, OH
835,2015,kentucky,west virginia,Cleveland, OH
836,2015,wichita state,kansas,Omaha, NE
837,2015,west virginia,maryland,Columbus, OH
838,2015,kentucky,cincinnati,Louisville, KY
839,2015,butler,notre dame,Pittsburgh, PA
840,2015,wichita state,indiana,Omaha, NE
841,2015,notre dame,northeastern,Pittsburgh, PA
842,2015,butler,texas,Pittsburgh, PA
843,2015,maryland,valparaiso,Columbus, OH
844,2015,west virginia,buffalo,Columbus, OH
845,2015,cincinnati,purdue,Louisville, KY
846,2015,kansas,new mexico state,Omaha, NE
847,2016,texas a&m,oklahoma,Anaheim, CA
848,2016,purdue,little rock,Denver, CO
849,2016,texas tech,butler,Raleigh, NC
850,2016,virginia,hampton,Raleigh, NC
851,2016,oregon,oklahoma,Anaheim, CA
852,2016,oregon,duke,Anaheim, CA
853,2016,texas a&m,green bay,Oklahoma City, OK
854,2016,northern iowa,texas a&m,Oklahoma City, OK
855,2016,yale,duke,Providence, RI
856,2016,oregon,st. joseph's,Spokane, WA
857,2016,oklahoma,cal state bakersfield,Oklahoma City, OK
858,2016,oregon state,vcu,Oklahoma City, OK
859,2016,iowa state,iona,Denver, CO
860,2016,vcu,oklahoma,Oklahoma City, OK
861,2016,seton hall,gonzaga,Denver, CO
862,2016,virginia,iowa state,Chicago, IL
863,2016,dayton,syracuse,St. Louis, MO
864,2016,texas,northern iowa,Oklahoma City, OK
865,2016,southern,holy cross,Dayton,OH
866,2016,wichita state,vanderbilt,Dayton,OH
867,2016,tulsa,michigan,Dayton,OH
868,2016,villanova,unc,Houston, TX
869,2016,syracuse,unc,Houston, TX
870,2016,utah,fresno state,Denver, CO
871,2016,villanova,oklahoma,Houston, TX
872,2016,gonzaga,syracuse,Chicago, IL
873,2016,syracuse,middle tennessee,St. Louis, MO
874,2016,gonzaga,utah,Denver, CO
875,2016,little rock,iowa state,Denver, CO
876,2016,virginia,butler,Raleigh, NC
877,2016,michigan state,middle tennessee,St. Louis, MO
878,2016,virginia,syracuse,Chicago, IL
879,2016,duke,unc wilmington,Providence, RI
880,2016,baylor,yale,Providence, RI
881,2016,st. joseph's,cincinnati,Spokane, WA
882,2016,unc,florida gulf coast,Raleigh, NC
883,2016,usc,providence,Raleigh, NC
884,2016,indiana,chattanooga,Des Moines, IA
885,2016,kentucky,stony brook,Des Moines, IA
886,2016,notre dame,michigan,Brooklyn, NY
887,2016,west virginia,stephen f. austin,Brooklyn, NY
888,2016,wisconsin,pitt,St. Louis, MO
889,2016,xavier,weber state,St. Louis, MO
890,2016,unc,providence,Raleigh, NC
891,2016,indiana,kentucky,Des Moines, IA
892,2016,notre dame,stephen f. austin,Brooklyn, NY
893,2016,wisconsin,xavier,St. Louis, MO
894,2016,unc,indiana,Philadelphia, PA
895,2016,notre dame,wisconsin,Philadelphia, PA
896,2016,unc,notre dame,Philadelphia, PA
897,2016,fairleigh dickinson,florida gulf coast,Dayton,OH
898,2016,colorado,uconn,Des Moines, IA
899,2016,kansas,austin peay,Des Moines, IA
900,2016,oregon,holy cross,Spokane, WA
901,2016,kansas,villanova,Louisville, KY
902,2016,miami (fl),villanova,Louisville, KY
903,2016,kansas,maryland,Louisville, KY
904,2016,wichita state,miami (fl),Providence, RI
905,2016,maryland,hawaii,Spokane, WA
906,2016,iowa,villanova,Brooklyn, NY
907,2016,villanova,unc asheville,Brooklyn, NY
908,2016,iowa,temple,Brooklyn, NY
909,2016,miami (fl),buffalo,Providence, RI
910,2016,arizona,wichita state,Providence, RI
911,2016,california,hawaii,Spokane, WA
912,2016,maryland,south dakota state,Spokane, WA
913,2016,kansas,uconn,Des Moines, IA
914,2017,unc,butler,Memphis, TN
915,2017,northwestern,vanderbilt,Salt Lake City, UT
916,2017,gonzaga,south dakota state,Salt Lake City, UT
917,2017,unc,kentucky,Memphis, TN
918,2017,ucla,kentucky,Memphis, TN
919,2017,wichita state,kentucky,Indianapolis, IN
920,2017,cincinnati,kansas state,Sacramento, CA
921,2017,middle tennessee,butler,Milwaukee, WI
922,2017,unc,arkansas,Greenville, SC
923,2017,kentucky,northern kentucky,Indianapolis, IN
924,2017,dayton,wichita state,Indianapolis, IN
925,2017,ucla,kent state,Sacramento, CA
926,2017,notre dame,princeton,Buffalo, NY
927,2017,cincinnati,ucla,Sacramento, CA
928,2017,west virginia,bucknell,Buffalo, NY
929,2017,saint mary's,arizona,Salt Lake City, UT
930,2017,florida state,florida gulf coast,Orlando, FL
931,2017,butler,winthrop,Milwaukee, WI
932,2017,uc-davis,north carolina central,Dayton,OH
933,2017,usc,providence,Dayton,OH
934,2017,unc,gonzaga,Glendale, AZ
935,2017,south carolina,gonzaga,Glendale, AZ
936,2017,oregon,unc,Glendale, AZ
937,2017,wake forest,kansas state,Dayton,OH
938,2017,gonzaga,xavier,San Jose, CA
939,2017,gonzaga,west virginia,San Jose, CA
940,2017,xavier,florida state,Orlando, FL
941,2017,notre dame,west virginia,Buffalo, NY
942,2017,gonzaga,northwestern,Salt Lake City, UT
943,2017,arizona,north dakota,Salt Lake City, UT
944,2017,saint mary's,vcu,Salt Lake City, UT
945,2017,xavier,arizona,San Jose, CA
946,2017,minnesota,middle tennessee,Milwaukee, WI
947,2017,maryland,xavier,Orlando, FL
948,2017,unc,texas southern,Greenville, SC
949,2017,new orleans,mount st. mary's,Dayton,OH
950,2017,villanova,mount st. mary's,Buffalo, NY
951,2017,wisconsin,virginia tech,Buffalo, NY
952,2017,virginia,unc wilmington,Orlando, FL
953,2017,florida,etsu,Orlando, FL
954,2017,smu,usc,Tulsa, OK
955,2017,baylor,new mexico state,Tulsa, OK
956,2017,south carolina,marquette,Greenville, SC
957,2017,villanova,wisconsin,Buffalo, NY
958,2017,virginia,florida,Orlando, FL
959,2017,usc,baylor,Tulsa, OK
960,2017,south carolina,duke,Greenville, SC
961,2017,wisconsin,florida,New York, NY
962,2017,baylor,south carolina,New York, NY
963,2017,florida,south carolina,New York, NY
964,2017,duke,troy,Greenville, SC
965,2017,miami (fl),michigan state,Tulsa, OK
966,2017,kansas,uc-davis,Tulsa, OK
967,2017,kansas,oregon,Kansas City, MO
968,2017,oregon,michigan,Kansas City, MO
969,2017,kansas,purdue,Kansas City, MO
970,2017,michigan,louisville,Indianapolis, IN
971,2017,rhode island,oregon,Sacramento, CA
972,2017,iowa state,purdue,Milwaukee, WI
973,2017,arkansas,seton hall,Greenville, SC
974,2017,louisville,jacksonville state,Indianapolis, IN
975,2017,michigan,oklahoma state,Indianapolis, IN
976,2017,oregon,iona,Sacramento, CA
977,2017,creighton,rhode island,Sacramento, CA
978,2017,purdue,vermont,Milwaukee, WI
979,2017,iowa state,nevada,Milwaukee, WI
980,2017,kansas,michigan state,Tulsa, OK
981,2018,kentucky,davidson,Boise, ID
982,2018,creighton,kansas state,Charlotte, NC
983,2018,virginia,umbc,Charlotte, NC
984,2018,florida state,michigan,Los Angeles, CA
985,2018,michigan,texas a&m,Los Angeles, CA
986,2018,florida state,gonzaga,Los Angeles, CA
987,2018,xavier,florida state,Nashville, TN
988,2018,houston,michigan,Wichita, KS
989,2018,ohio state,gonzaga,Boise, ID
990,2018,unc,lipscomb,Charlotte, NC
991,2018,texas a&m,providence,Charlotte, NC
992,2018,michigan,montana,Wichita, KS
993,2018,arizona,buffalo,Boise, ID
994,2018,texas a&m,unc,Charlotte, NC
995,2018,houston,san diego state,Wichita, KS
996,2018,texas southern,north carolina central,Dayton,OH
997,2018,nevada,texas,Nashville, TN
998,2018,gonzaga,unc greensboro,Boise, ID
999,2018,syracuse,arizona state,Dayton,OH
1000,2018,st. bonaventure,ucla,Dayton,OH
1001,2018,villanova,michigan,San Antonio, TX
1002,2018,loyola (il),michigan,San Antonio, TX
1003,2018,villanova,kansas,San Antonio, TX
1004,2018,tennessee,wright state,Dallas, TX
1005,2018,kansas state,loyola (il),Atlanta, GA
1006,2018,kansas state,kentucky,Atlanta, GA
1007,2018,nevada,cincinnati,Nashville, TN
1008,2018,loyola (il),tennessee,Dallas, TX
1009,2018,kentucky,buffalo,Boise, ID
1010,2018,umbc,kansas state,Charlotte, NC
1011,2018,cincinnati,georgia state,Nashville, TN
1012,2018,loyola (il),nevada,Atlanta, GA
1013,2018,ohio state,south dakota state,Boise, ID
1014,2018,miami (fl),loyola (il),Dallas, TX
1015,2018,xavier,texas southern,Nashville, TN
1016,2018,liu,radford,Dayton,OH
1017,2018,villanova,radford,Pittsburgh, PA
1018,2018,virginia tech,alabama,Pittsburgh, PA
1019,2018,west virginia,murray state,San Diego, CA
1020,2018,wichita state,marshall,San Diego, CA
1021,2018,florida,st. bonaventure,Dallas, TX
1022,2018,texas tech,stephen f. austin,Dallas, TX
1023,2018,arkansas,butler,Detroit, MI
1024,2018,missouri,florida state,Nashville, TN
1025,2018,villanova,alabama,Pittsburgh, PA
1026,2018,west virginia,marshall,San Diego, CA
1027,2018,florida,texas tech,Dallas, TX
1028,2018,butler,purdue,Detroit, MI
1029,2018,villanova,west virginia,Boston, MA
1030,2018,texas tech,purdue,Boston, MA
1031,2018,purdue,cal state fullerton,Detroit, MI
1032,2018,kansas,penn,Wichita, KS
1033,2018,villanova,texas tech,Boston, MA
1034,2018,syracuse,duke,Omaha, NE
1035,2018,kansas,clemson,Omaha, NE
1036,2018,rhode island,duke,Pittsburgh, PA
1037,2018,syracuse,michigan state,Detroit, MI
1038,2018,clemson,auburn,San Diego, CA
1039,2018,kansas,seton hall,Wichita, KS
1040,2018,kansas,duke,Omaha, NE
1041,2018,rhode island,oklahoma,Pittsburgh, PA
1042,2018,michigan state,bucknell,Detroit, MI
1043,2018,tcu,syracuse,Detroit, MI
1044,2018,auburn,college of charleston,San Diego, CA
1045,2018,clemson,new mexico state,San Diego, CA
1046,2018,seton hall,nc state,Wichita, KS
1047,2018,duke,iona,Pittsburgh, PA
1048,2019,ole miss,oklahoma,Columbia, SC
1049,2019,virginia,gardner-webb,Columbia, SC
1050,2019,auburn,kentucky,Kansas City, MO
1051,2019,houston,kentucky,Kansas City, MO
1052,2019,unc,auburn,Kansas City, MO
1053,2019,wofford,kentucky,Jacksonville, FL
1054,2019,unc,washington,Columbus, OH
1055,2019,auburn,kansas,Salt Lake City, UT
1056,2019,kentucky,abilene christian,Jacksonville, FL
1057,2019,wofford,seton hall,Jacksonville, FL
1058,2019,houston,georgia state,Tulsa, OK
1059,2019,iowa state,ohio state,Tulsa, OK
1060,2019,ohio state,houston,Tulsa, OK
1061,2019,wisconsin,oregon,San Jose, CA
1062,2019,temple,belmont,Dayton,OH
1063,2019,villanova,saint mary's,Hartford, CT
1064,2019,kansas,northeastern,Salt Lake City, UT
1065,2019,virginia,texas tech,Minneapolis, MN
1066,2019,texas tech,michigan state,Minneapolis, MN
1067,2019,virginia,auburn,Minneapolis, MN
1068,2019,virginia,purdue,Louisville, KY
1069,2019,purdue,tennessee,Louisville, KY
1070,2019,kansas state,uc-irvine,San Jose, CA
1071,2019,virginia,oregon,Louisville, KY
1072,2019,villanova,purdue,Hartford, CT
1073,2019,oregon,uc-irvine,San Jose, CA
1074,2019,virginia,oklahoma,Columbia, SC
1075,2019,tennessee,colgate,Columbus, OH
1076,2019,cincinnati,iowa,Columbus, OH
1077,2019,purdue,old dominion,Hartford, CT
1078,2019,iowa,tennessee,Columbus, OH
1079,2019,auburn,new mexico state,Salt Lake City, UT
1080,2019,gonzaga,fairleigh dickinson,Salt Lake City, UT
1081,2019,unc,iona,Columbus, OH
1082,2019,fairleigh dickinson,prairie view,Dayton,OH
1083,2019,north carolina central,north dakota state,Dayton,OH
1084,2019,duke,north dakota state,Columbia, SC
1085,2019,vcu,ucf,Columbia, SC
1086,2019,mississippi state,liberty,San Jose, CA
1087,2019,virginia tech,saint louis,San Jose, CA
1088,2019,maryland,belmont,Jacksonville, FL
1089,2019,lsu,yale,Jacksonville, FL
1090,2019,louisville,minnesota,Des Moines, IA
1091,2019,michigan state,bradley,Des Moines, IA
1092,2019,duke,ucf,Columbia, SC
1093,2019,liberty,virginia tech,San Jose, CA
1094,2019,maryland,lsu,Jacksonville, FL
1095,2019,minnesota,michigan state,Des Moines, IA
1096,2019,duke,virginia tech,Washington, DC
1097,2019,lsu,michigan state,Washington, DC
1098,2019,duke,michigan state,Washington, DC
1099,2019,gonzaga,texas tech,Anaheim, CA
1100,2019,texas tech,michigan,Anaheim, CA
1101,2019,gonzaga,florida state,Anaheim, CA
1102,2019,florida,michigan,Des Moines, IA
1103,2019,buffalo,texas tech,Tulsa, OK
1104,2019,murray state,florida state,Hartford, CT
1105,2019,utah state,washington,Columbus, OH
1106,2019,gonzaga,baylor,Salt Lake City, UT
1107,2019,nevada,florida,Des Moines, IA
1108,2019,texas tech,northern kentucky,Tulsa, OK
1109,2019,buffalo,arizona state,Tulsa, OK
1110,2019,florida state,vermont,Hartford, CT
1111,2019,marquette,murray state,Hartford, CT
1112,2019,syracuse,baylor,Salt Lake City, UT
1113,2019,michigan,montana,Des Moines, IA
1114,2019,st. john's (ny),arizona state,Dayton,OH
